Name,Codename,Cores,Clock,Socket,Process,L3_Cache,TDP,Release
Xeon 7120N,Tulsa,2.0,3.0,Socket 604,65.0,4MB,95.0,2006-08-27
Xeon 7130M,Tulsa,2.0,3.2,Socket 604,65.0,8MB,150.0,2006-08-27
Xeon 7130N,Tulsa,2.0,3.166,Socket 604,65.0,8MB,150.0,2006-08-27
Xeon 7140M,Tulsa,2.0,3.4,Socket 604,65.0,16MB,150.0,2006-08-27
Xeon 7140N,Tulsa,2.0,3.333,Socket 604,65.0,16MB,150.0,2006-08-27
Xeon 7150N,Tulsa,2.0,3.5,Socket 604,65.0,16MB,150.0,2006-08-27
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon 64 2000+,Lima,1.0,1000.0,Socket AM2,65.0,,8.0,
Athlon 64 2600+,Lima,1.0,1600.0,Socket AM2,65.0,,15.0,
Athlon 64 2850e,Lima,1.0,1800.0,Socket AM2,65.0,,22.0,
Athlon 64 3100+,Lima,1.0,2000.0,Socket AM2,65.0,,25.0,
Athlon 64 LE-1640,Lima,1.0,2.7,Socket AM2,65.0,,45.0,
Athlon 64 LE-1640B,Lima,1.0,2.7,Socket AM2,65.0,,45.0,2008-04-28
Athlon 64 LE-1660,Lima,1.0,2.8,Socket AM2,65.0,,45.0,
Atom 230,Diamondville,1.0,1600.0,BGA 437,45.0,,4.0,
Atom N270,Diamondville,1.0,1600.0,BGA 437,45.0,,3.0,
Atom N280,Diamondville,1.0,1667.0,BGA 437,45.0,,3.0,
Atom Z500,Silverthorne,1.0,800.0,BGA 441,45.0,,1.0,
Atom Z510,Silverthorne,1.0,1100.0,BGA 441,45.0,,2.0,
Atom Z520,Silverthorne,1.0,1334.0,BGA 441,45.0,,2.0,
Atom Z530,Silverthorne,1.0,1600.0,BGA 441,45.0,,2.0,
Atom Z540,Silverthorne,1.0,1867.0,BGA 441,45.0,,2.0,
Celeron 445,Conroe-CL,1.0,1866.0,Socket 771,65.0,,65.0,
Celeron 450,Conroe-L,1.0,2.2,Socket 775,65.0,,35.0,
Core 2 Solo ULV SU3300,Penryn-L,1.0,1200.0,BGA 956,45.0,,5.0,
Nano L2100,CNA,1.0,1800.0,VIA nanoBGA2,65.0,,25.0,2008-05-29
Nano L2200,CNA,1.0,1600.0,VIA nanoBGA2,65.0,,17.0,2008-05-29
Nano U2300,CNA,1.0,1000.0,VIA nanoBGA2,65.0,,5.0,2008-05-29
Nano U2350,CNA,1.0,1300.0,VIA nanoBGA2,65.0,,8.0,2008-05-29
Nano U2400,CNA,1.0,1300.0,VIA nanoBGA2,65.0,,8.0,2008-05-29
Nano U2500,CNA,1.0,1200.0,VIA nanoBGA2,65.0,,7.0,2008-05-29
Athlon 64 X2 4600+,Brisbane,2.0,2.4,Socket AM2,65.0,,65.0,
Athlon 64 X2 5400+,Brisbane,2.0,2.8,Socket AM2,65.0,,65.0,
Athlon 64 X2 5400+ BE,Brisbane,2.0,2.8,Socket AM2,65.0,,65.0,
Athlon 64 X2 5600+,Brisbane,2.0,2.9,Socket AM2,65.0,,65.0,
Athlon 64 X2 5800+,Brisbane,2.0,3.0,Socket AM2,65.0,,89.0,
Athlon X2 4050e,Brisbane,2.0,2.1,Socket AM2,65.0,,45.0,
Athlon X2 4450e,Brisbane,2.0,2.3,Socket AM2,65.0,,45.0,
Athlon X2 4850e,Brisbane,2.0,2.5,Socket AM2,65.0,,45.0,2008-03-05
Athlon X2 5050e,Brisbane,2.0,2.6,Socket AM2,65.0,,45.0,
Athlon X2 6500 BE,Kuma,2.0,2.3,Socket AM2+,65.0,2MB,95.0,2008-09-08
Athlon X2 7450,Kuma,2.0,2.4,Socket AM2+,65.0,2MB,95.0,2008-12-15
Athlon X2 7550,Kuma,2.0,2.5,Socket AM2+,65.0,2MB,95.0,2008-12-15
Athlon X2 7750 BE,Kuma,2.0,2.7,Socket AM2+,65.0,2MB,95.0,2008-12-15
Athlon X2 QL-60,Griffin,2.0,1900.0,Socket S1,65.0,,35.0,
Athlon X2 QL-62,Griffin,2.0,2000.0,Socket S1,65.0,,25.0,
Athlon X2 QL-64,Griffin,2.0,2.1,Socket S1,65.0,,35.0,
Athlon X2 QL-65,Griffin,2.0,2.1,Socket S1,65.0,,35.0,
Athlon X2 QL-67,Griffin,2.0,2.2,Socket S1,65.0,,35.0,
Sempron X2 2100,Brisbane,2.0,1800.0,Socket AM2,65.0,,65.0,
Sempron X2 2100,Brisbane,2.0,1800.0,Socket AM2,65.0,,65.0,
Sempron X2 2200,Brisbane,2.0,2000.0,Socket AM2,65.0,,65.0,
Sempron X2 2300,Brisbane,2.0,2.2,Socket AM2,65.0,,65.0,
Turion X2 RM-72,Griffin,2.0,2.1,Socket S1,65.0,,35.0,
Turion X2 RM-74,Griffin,2.0,2.2,Socket S1,65.0,,35.0,
Turion X2 RM-75,Griffin,2.0,2.2,Socket S1,65.0,,35.0,
Turion X2 RM-77,Griffin,2.0,2.3,Socket S1,65.0,,35.0,
Turion X2 Ultra ZM-80,Griffin,2.0,2.1,Socket S1,65.0,,32.0,
Turion X2 Ultra ZM-82,Griffin,2.0,2.2,Socket S1,65.0,,35.0,
Turion X2 Ultra ZM-84,Griffin,2.0,2.3,Socket S1,65.0,,35.0,
Turion X2 Ultra ZM-85,Griffin,2.0,2.3,Socket S1,65.0,,35.0,
Turion X2 Ultra ZM-86,Griffin,2.0,2.4,Socket S1,65.0,,35.0,
Turion X2 Ultra ZM-87,Griffin,2.0,2.4,Socket S1,65.0,,35.0,
Turion X2 Ultra ZM-88,Griffin,2.0,2.5,Socket S1,65.0,,35.0,
Atom 330,Diamondville,2.0,1600.0,BGA 437,45.0,,8.0,
Celeron E1200,Allendale,2.0,1600.0,Socket 775,65.0,,65.0,2008-01-20
Celeron E1400,Allendale,2.0,2000.0,Socket 775,65.0,,65.0,2008-04-20
Celeron E1500,Allendale,2.0,2.2,Socket 775,65.0,,65.0,2008-11-30
Core 2 Duo E4700,Allendale,2.0,2.6,Socket 775,65.0,,65.0,
Core 2 Duo E7200,Wolfdale,2.0,2.533,Socket 775,45.0,,65.0,2008-04-20
Core 2 Duo E7300,Wolfdale,2.0,2.667,Socket 775,45.0,,65.0,2008-08-10
Core 2 Duo E7400,Wolfdale,2.0,2.8,Socket 775,45.0,,65.0,2008-10-10
Core 2 Duo E8190,Wolfdale,2.0,2.667,Socket 775,45.0,,65.0,
Core 2 Duo E8200,Wolfdale,2.0,2.667,Socket 775,45.0,,65.0,
Core 2 Duo E8300,Wolfdale,2.0,2.833,Socket 775,45.0,,65.0,
Core 2 Duo E8400,Wolfdale,2.0,3.0,Socket 775,45.0,,65.0,
Core 2 Duo E8500,Wolfdale,2.0,3.166,Socket 775,45.0,,65.0,
Core 2 Duo E8600,Wolfdale,2.0,3.333,Socket 775,45.0,,65.0,2008-08-08
Core 2 Duo P8400,Penryn,2.0,2.267,Socket P,45.0,,25.0,2008-06-13
Core 2 Duo P8600,Penryn,2.0,2.4,Socket P,45.0,,25.0,2008-06-13
Core 2 Duo P8700,Penryn,2.0,2.533,Socket P,45.0,,25.0,2008-12-28
Core 2 Duo P8800,Penryn,2.0,2.667,Socket P,45.0,,25.0,2008-12-28
Core 2 Duo P9500,Penryn,2.0,2.533,Socket P,45.0,,25.0,2008-07-15
Core 2 Duo P9600,Penryn,2.0,2.667,Socket P,45.0,,25.0,2008-12-28
Core 2 Duo T8100,Penryn,2.0,2.1,Socket P,45.0,,35.0,2008-01-07
Core 2 Duo T8300,Penryn,2.0,2.4,Socket P,45.0,,35.0,2008-01-07
Core 2 Duo T9300,Penryn,2.0,2.5,Socket P,45.0,,35.0,2008-01-07
Core 2 Duo T9400,Penryn,2.0,2.533,Socket P,45.0,,35.0,2008-07-15
Core 2 Duo T9500,Penryn,2.0,2.6,Socket P,45.0,,35.0,2008-01-07
Core 2 Duo T9550,Penryn,2.0,2.667,Socket P,45.0,,35.0,2008-12-28
Core 2 Duo T9600,Penryn,2.0,2.8,Socket P,45.0,,35.0,2008-07-15
Core 2 Duo T9800,Penryn,2.0,2.933,Socket P,45.0,,35.0,2008-12-28
Core 2 Duo U7500,Merom,2.0,1073.0,Socket P,65.0,,10.0,2008-02-27
Core 2 Duo U7700,Merom,2.0,1333.0,Socket P,65.0,,10.0,2008-02-27
Core 2 Extreme X9000,Penryn XE,2.0,2.8,Socket P,45.0,,44.0,2008-01-07
Core 2 Extreme X9100,Penryn XE,2.0,3.067,Socket P,45.0,,44.0,
Pentium Dual-Core E2220,Allendale,2.0,2.4,Socket 775,65.0,,65.0,
Pentium E5200,Wolfdale,2.0,2.5,Socket 775,45.0,,65.0,
Pentium E5300,Wolfdale,2.0,2.6,Socket 775,45.0,,65.0,2008-11-30
Opteron 2350 HE,Barcelona,4.0,2000.0,Socket Fr2,65.0,2MB,79.0,
Phenom X4 9100e,Agena,4.0,1800.0,Socket AM2+,65.0,2MB,65.0,2008-03-27
Phenom X4 9150e,Agena,4.0,1800.0,Socket AM2+,65.0,2MB,65.0,
Phenom X4 9350e,Agena,4.0,2000.0,Socket AM2+,65.0,2MB,65.0,
Phenom X4 9450e,Agena,4.0,2.1,Socket AM2+,65.0,2MB,65.0,
Phenom X4 9550,Agena,4.0,2.2,Socket AM2+,65.0,2MB,95.0,2008-03-27
Phenom X4 9600B,Agena,4.0,2.3,Socket AM2+,65.0,2MB,95.0,2008-04-28
Phenom X4 9650,Agena,4.0,2.3,Socket AM2+,65.0,2MB,95.0,2008-03-27
Phenom X4 9750 (125W),Agena,4.0,2.4,Socket AM2+,65.0,2MB,125.0,2008-03-27
Phenom X4 9750 (95W),Agena,4.0,2.4,Socket AM2+,65.0,2MB,95.0,2008-03-27
Phenom X4 9750B,Agena,4.0,2.4,Socket AM2+,65.0,2MB,95.0,2008-08-15
Phenom X4 9850 (125W),Agena,4.0,2.5,Socket AM2+,65.0,2MB,125.0,
Phenom X4 9850 (95W),Agena,4.0,2.5,Socket AM2+,65.0,2MB,95.0,
Phenom X4 9850 BE,Agena,4.0,2.5,Socket AM2+,65.0,2MB,125.0,2008-03-27
Phenom X4 9850B,Agena,4.0,2.5,Socket AM2+,65.0,2MB,95.0,2008-08-15
Phenom X4 9950 BE (125W),Agena,4.0,2.6,Socket AM2+,65.0,2MB,125.0,
Phenom X4 9950 BE (140W),Agena,4.0,2.6,Socket AM2+,65.0,2MB,140.0,2008-03-27
Core 2 Extreme QX9300,Penryn QC XE,4.0,2.534,Socket P,45.0,,45.0,
Core 2 Extreme QX9770,Yorkfield,4.0,3.2,Socket 775,45.0,,136.0,2008-03-24
Core 2 Extreme QX9775,Yorkfield,4.0,3.2,Socket 771,45.0,,150.0,2008-03-24
Core 2 Quad Q8200,Yorkfield,4.0,2.333,Socket 775,45.0,,95.0,
Core 2 Quad Q8300,Yorkfield,4.0,2.5,Socket 775,45.0,,95.0,2008-11-30
Core 2 Quad Q9100,Penryn QC,4.0,2.267,Socket P,45.0,,45.0,
Core 2 Quad Q9300,Yorkfield,4.0,2.5,Socket 775,45.0,,95.0,2008-03-10
Core 2 Quad Q9400,Yorkfield,4.0,2.666,Socket 775,45.0,,95.0,2008-08-10
Core 2 Quad Q9450,Yorkfield,4.0,2.666,Socket 775,45.0,,95.0,2008-03-25
Core 2 Quad Q9550,Yorkfield,4.0,2.833,Socket 775,45.0,,95.0,2008-03-25
Core 2 Quad Q9650,Yorkfield,4.0,3.0,Socket 775,45.0,,95.0,2008-08-10
Core i7-920,Bloomfield,4.0,2.666,Socket 1366,45.0,8MB,130.0,2008-11-17
Core i7-940,Bloomfield,4.0,2.933,Socket 1366,45.0,8MB,130.0,2008-11-17
Core i7-965,Bloomfield,4.0,3.2,Socket 1366,45.0,8MB,130.0,2008-11-17
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon 64 2650e,Lima,1.0,1600.0,Socket AM2,65.0,,15.0,
Athlon 64 LE-1640,Orleans,1.0,2.6,Socket AM2,90.0,,45.0,2009-01-07
Sempron 140,Sargas,1.0,2.7,Socket AM3,45.0,,45.0,
Atom CE4100,Sodaville,1.0,1200.0,BGA 951,45.0,,7.0,2009-09-24
Atom CE4130,Sodaville,1.0,1200.0,BGA 951,45.0,,7.0,2009-09-24
Atom CE4150,Sodaville,1.0,1200.0,BGA 951,45.0,,7.0,2009-09-24
Atom N450,Pineview,1.0,1667.0,BGA 559,45.0,,6.0,
Atom Z510P,Silverthorne,1.0,1100.0,BGA 437,45.0,,2.0,
Atom Z510PT,Silverthorne,1.0,1100.0,BGA 437,45.0,,2.0,
Atom Z515,Silverthorne,1.0,1200.0,BGA 441,45.0,,1.0,2009-04-08
Atom Z520PT,Silverthorne,1.0,1334.0,BGA 437,45.0,,2.0,
Atom Z530P,Silverthorne,1.0,1600.0,BGA 437,45.0,,2.0,
Atom Z550,Silverthorne,1.0,2000.0,BGA 441,45.0,,2.0,2009-04-08
Core 2 Solo ULV SU3500,Penryn-L,1.0,1400.0,BGA 956,45.0,,5.0,2009-03-29
Pentium SU2700,Penryn,1.0,1300.0,BGA 956,45.0,,10.0,
Athlon II X2 215,Regor,2.0,2.7,Socket AM3,45.0,,65.0,2009-10-20
Athlon II X2 235e,Regor,2.0,2.7,Socket AM3,45.0,,45.0,2009-10-20
Athlon II X2 240,Regor,2.0,2.8,Socket AM3,45.0,,65.0,
Athlon II X2 240e,Regor,2.0,2.8,Socket AM3,45.0,,45.0,2009-10-20
Athlon II X2 245,Regor,2.0,2.9,Socket AM3,45.0,,65.0,
Athlon II X2 250,Regor,2.0,3.0,Socket AM3,45.0,,65.0,
Athlon II X2 250u,Regor,2.0,1600.0,Socket AM3,45.0,,25.0,2009-10-20
Athlon II X2 260u,Regor,2.0,1800.0,Socket AM3,45.0,,25.0,2009-10-20
Athlon X2 7850 BE,Kuma,2.0,2.8,Socket AM2+,65.0,2MB,95.0,2009-04-28
Phenom II X2 545,Callisto,2.0,3.0,Socket AM3,45.0,6MB,80.0,
Phenom II X2 550,Callisto,2.0,3.1,Socket AM3,45.0,6MB,80.0,2009-11-04
Phenom II X2 550 BE,Callisto,2.0,3.1,Socket AM3,45.0,6MB,80.0,
Phenom II X2 B53,Callisto,2.0,2.8,Socket AM3,45.0,6MB,80.0,
Phenom II X2 B55,Callisto,2.0,3.0,Socket AM3,45.0,6MB,80.0,
Atom D510,Pineview,2.0,1667.0,BGA 437,45.0,,13.0,
Celeron E1600,Allendale,2.0,2.4,Socket 775,65.0,,65.0,
Celeron E3200,Wolfdale,2.0,2.4,Socket 775,45.0,,65.0,2009-08-30
Celeron E3300,Wolfdale,2.0,2.5,Socket 775,45.0,,65.0,2009-08-30
Core 2 Duo E7500,Wolfdale,2.0,2.933,Socket 775,45.0,,65.0,2009-01-10
Core 2 Duo E7600,Wolfdale,2.0,3.067,Socket 775,45.0,,65.0,2009-05-10
Core 2 Duo E8135,Penryn,2.0,2.667,Socket P,45.0,,44.0,
Core 2 Duo E8235,Penryn,2.0,2.8,Socket P,45.0,,44.0,
Core 2 Duo E8335,Penryn,2.0,2.933,Socket P,45.0,,44.0,
Core 2 Duo E8435,Penryn,2.0,3.067,Socket P,45.0,,44.0,
Core 2 Duo P9700,Penryn,2.0,2.8,Socket P,45.0,,28.0,
Core 2 Duo T9900,Penryn,2.0,3.067,Socket P,45.0,,35.0,
Pentium Dual-Core E2210,Wolfdale,2.0,2.2,Socket 775,45.0,,65.0,
Pentium Dual-Core T4200,Penryn,2.0,2000.0,Socket P,45.0,,35.0,
Pentium Dual-Core T4300,Penryn,2.0,2.1,Socket P,45.0,,35.0,
Pentium Dual-Core T4400,Penryn,2.0,2.2,Socket P,45.0,,35.0,
Pentium E5400,Wolfdale,2.0,2.7,Socket 775,45.0,,65.0,2009-01-18
Pentium E6300,Wolfdale,2.0,2.8,Socket 775,45.0,,65.0,2009-05-09
Pentium E6500,Wolfdale,2.0,2.933,Socket 775,45.0,,65.0,2009-08-09
Pentium E6500K,Wolfdale,2.0,2.933,Socket 775,45.0,,65.0,2009-08-09
Pentium SU4100,Penryn,2.0,1300.0,BGA 956,45.0,,10.0,
Xeon E5502,Gainestown,2.0,1866.0,Socket 1366,45.0,4MB,80.0,2009-03-30
Xeon L5508,Gainestown,2.0,2.0,Socket 1366,45.0,8MB,38.0,2009-03-30
Xeon W3503,Bloomfield,2.0,2.4,Socket 1366,45.0,4MB,130.0,2009-03-30
Xeon W3505,Bloomfield,2.0,2.533,Socket 1366,45.0,4MB,130.0,2009-03-30
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
FX-6330,Vishera,6.0,3.6,Socket AM3+,32.0,8MB,125.0,2015-12-15
Xeon D-1528,Broadwell,6.0,1.9,BGA 1667,14.0,1.5MB,35.0,
Xeon D-1531,Broadwell,6.0,2.2,BGA 1667,14.0,1.5MB,35.0,
Xeon E5-4655 V3,Haswell-EP,6.0,2.9,Socket 2011-3,22.0,30MB,135.0,
Xeon D-1537,Broadwell,8.0,1.7,BGA 1667,14.0,1.5MB,35.0,
Xeon D-1540,Broadwell,8.0,2.0,BGA 1667,14.0,1.5MB,45.0,2015-03-09
Xeon D-1541,Broadwell,8.0,2.1,BGA 1667,14.0,1.5MB,45.0,
Xeon D-1548,Broadwell,8.0,2.0,BGA 1667,14.0,1.5MB,45.0,
Xeon E7-4809 v3,Haswell-EX,8.0,2000.0,Socket 2011-1,22.0,20MB,115.0,
No CPUs found. Please change your search criteria.,,,,,,,,
A6-7470K,Godaveri,2.0,3.7,Socket FM2+,28.0,,65.0,
A6-9500,Bristol Ridge,2.0,3.5,Socket AM4,28.0,,65.0,2016-09-05
A6-9500E,Bristol Ridge,2.0,3.0,Socket AM4,28.0,,35.0,2016-09-05
A9-9400 SoC,Stoney Ridge,2.0,2.4,Socket FT4,28.0,,10.0,
A9-9410 SoC,Stoney Ridge,2.0,2.9,Socket FP4,28.0,,25.0,
A9-9420 SoC,Stoney Ridge,2.0,3.0,Socket FT4,28.0,,15.0,
A9-9425 SoC,Stoney Ridge,2.0,3.1,Socket FT4,28.0,,15.0,
PRO A6-9500,Bristol Ridge,2.0,3.5,Socket AM4,28.0,,65.0,
PRO A6-9500E,Bristol Ridge,2.0,3.0,Socket AM4,28.0,,35.0,
A10-7860K,Godaveri,4.0,3.6,Socket FM2+,28.0,,65.0,
A10-7890K,Godaveri,4.0,4.0,Socket FM2+,28.0,,95.0,2016-01-11
Athlon X4 845,Carrizo,4.0,3.5,Socket FM2+,28.0,,65.0,
Opteron A1120,Seattle,4.0,1700.0,Socket SP1,28.0,8MB,25.0,2016-01-14
Opteron X2170,Steppe Eagle,4.0,2.4,Socket FT3,28.0,,25.0,
PRO A10-8770,Carrizo,4.0,3.5,Socket AM4,28.0,,65.0,
PRO A10-8770E,Carrizo,4.0,2.8,Socket AM4,28.0,,35.0,
PRO A10-9700E,Bristol Ridge,4.0,3.0,Socket AM4,28.0,,35.0,
PRO A12-8870,Carrizo,4.0,3.7,Socket AM4,28.0,,65.0,
PRO A12-8870E,Carrizo,4.0,2.9,Socket AM4,28.0,,35.0,
PRO A12-9800,Bristol Ridge,4.0,3.8,Socket AM4,28.0,,65.0,
PRO A8-9600,Bristol Ridge,4.0,3.1,Socket AM4,28.0,,65.0,
Core i5-6350HQ,Skylake-H,4.0,2.3,BGA 1440,14.0,6MB,45.0,2016-01-24
Core i7-6800K,Broadwell-E,6.0,3.4,Socket 2011-3,14.0,15MB,140.0,
Core i7-6850K,Broadwell-E,6.0,3.6,Socket 2011-3,14.0,15MB,140.0,
Opteron A1150,Seattle,8.0,1700.0,Socket SP1,28.0,8MB,32.0,2016-01-14
Opteron A1170,Seattle,8.0,2000.0,Socket SP1,28.0,8MB,32.0,2016-01-14
Core i7-6900K,Broadwell-E,8.0,3.2,Socket 2011-3,14.0,20MB,140.0,
No CPUs found. Please change your search criteria.,,,,,,,,
A6-9550,Bristol Ridge,2.0,3.8,Socket AM4,28.0,,65.0,2017-07-27
Celeron G3930,Kaby Lake,2.0,2.9,Socket 1151,14.0,2MB,51.0,
Celeron G3930T,Kaby Lake,2.0,2.7,Socket 1151,14.0,2MB,35.0,
Celeron G3950,Kaby Lake,2.0,3.0,Socket 1151,14.0,2MB,51.0,
Core i3-7100,Kaby Lake,2.0,3.9,Socket 1151,14.0,3MB,51.0,
Core i3-7100T,Kaby Lake,2.0,3.4,Socket 1151,14.0,3MB,35.0,
Core i3-7120,Kaby Lake,2.0,4.0,Socket 1151,14.0,3MB,51.0,2017-07-17
Core i3-7120T,Kaby Lake,2.0,3.6,Socket 1151,14.0,3MB,35.0,2017-07-17
Core i3-7300,Kaby Lake,2.0,4.0,Socket 1151,14.0,4MB,51.0,
Core i3-7300T,Kaby Lake,2.0,3.5,Socket 1151,14.0,4MB,35.0,
Core i3-7320,Kaby Lake,2.0,4.1,Socket 1151,14.0,4MB,51.0,
Core i3-7320T,Kaby Lake,2.0,3.6,Socket 1151,14.0,4MB,35.0,2017-07-17
Core i3-7340,Kaby Lake,2.0,4.2,Socket 1151,14.0,4MB,51.0,2017-07-17
Core i3-7350K,Kaby Lake,2.0,4.2,Socket 1151,14.0,4MB,60.0,
Core i3-7360X,Kaby Lake,2.0,4.3,Socket 2066,14.0,4MB,112.0,
Pentium G4560,Kaby Lake,2.0,3.5,Socket 1151,14.0,3MB,51.0,
Pentium G4560T,Kaby Lake,2.0,2.9,Socket 1151,14.0,3MB,35.0,
Pentium G4600,Kaby Lake,2.0,3.6,Socket 1151,14.0,3MB,51.0,
Pentium G4600T,Kaby Lake,2.0,3.0,Socket 1151,14.0,3MB,35.0,
Pentium G4620,Kaby Lake,2.0,3.7,Socket 1151,14.0,3MB,51.0,
A10-9700,Bristol Ridge,4.0,3.5,Socket AM4,28.0,,65.0,2017-07-27
A10-9700E,Bristol Ridge,4.0,3.0,Socket AM4,28.0,,35.0,2017-07-27
A12-9800,Bristol Ridge,4.0,3.8,Socket AM4,28.0,,65.0,2017-07-27
A12-9800E,Bristol Ridge,4.0,3.1,Socket AM4,28.0,,35.0,2017-07-27
A8-9600,Bristol Ridge,4.0,3.1,Socket AM4,28.0,,65.0,2017-07-27
Athlon X4 940,Bristol Ridge,4.0,3.2,Socket AM4,28.0,,65.0,2017-07-27
Athlon X4 950,Bristol Ridge,4.0,3.5,Socket AM4,28.0,,65.0,2017-07-27
Athlon X4 970,Bristol Ridge,4.0,3.8,Socket AM4,28.0,,65.0,2017-07-27
PRO A10-9700,Bristol Ridge,4.0,3.5,Socket AM4,28.0,,65.0,2017-07-27
PRO A12-9800E,Bristol Ridge,4.0,3.1,Socket AM4,28.0,,35.0,2017-07-27
Ryzen 3 1200,Zen,4.0,3.1,Socket AM4,14.0,8MB,65.0,2017-07-27
Ryzen 3 1300,Zen,4.0,3.2,Socket AM4,14.0,8MB,65.0,2017-04-11
Ryzen 3 1300X,Zen,4.0,3.4,Socket AM4,14.0,8MB,65.0,2017-07-27
Ryzen 3 PRO 1200,Zen,4.0,3.1,Socket AM4,14.0,8MB,65.0,2017-06-29
Ryzen 3 PRO 1300,Zen,4.0,3.5,Socket AM4,14.0,8MB,65.0,2017-06-29
Ryzen 5 1400,Zen,4.0,3.2,Socket AM4,14.0,8MB,65.0,2017-04-11
Ryzen 5 1500X,Zen,4.0,3.5,Socket AM4,14.0,16MB,65.0,2017-04-11
Ryzen 5 2500U,Raven Ridge,4.0,2.0,Socket FP5,14.0,4MB,15.0,2017-10-26
Ryzen 5 PRO 1500,Zen,4.0,3.5,Socket AM4,14.0,16MB,65.0,2017-06-29
Ryzen 7 2700U,Raven Ridge,4.0,2.2,Socket FP5,14.0,4MB,15.0,2017-10-26
Ryzen 7 PRO 2700U,Raven Ridge,4.0,2.2,Socket FP5,14.0,4MB,15.0,2017-10-26
Core i3-8100,Coffee Lake,4.0,2.8,Socket 1151,14.0,6MB,62.0,2017-10-05
Core i3-8350K,Coffee Lake,4.0,4.0,Socket 1151,14.0,8MB,91.0,2017-10-05
Core i5-7300HQ,Kaby Lake-H,4.0,2.5,BGA 1440,14.0,6MB,45.0,
Core i5-7400,Kaby Lake,4.0,3.0,Socket 1151,14.0,6MB,65.0,
Core i5-7400T,Kaby Lake,4.0,2.4,Socket 1151,14.0,6MB,35.0,
Core i5-7500,Kaby Lake,4.0,3.4,Socket 1151,14.0,6MB,65.0,
Core i5-7500T,Kaby Lake,4.0,2.7,Socket 1151,14.0,6MB,35.0,
Core i5-7600,Kaby Lake,4.0,3.5,Socket 1151,14.0,6MB,65.0,
Core i5-7600K,Kaby Lake,4.0,3.8,Socket 1151,14.0,6MB,91.0,
Core i5-7600T,Kaby Lake,4.0,2.8,Socket 1151,14.0,6MB,35.0,
Core i5-7640X,Kaby Lake-X,4.0,3.9,Socket 2066,14.0,6MB,112.0,2017-06-26
Core i5-8250U,Kaby Lake-R,4.0,1.6,BGA 1356,14.0,6MB,15.0,
Core i5-8350U,Kaby Lake-R,4.0,1.7,BGA 1356,14.0,6MB,15.0,
Core i7-7700,Kaby Lake,4.0,3.6,Socket 1151,14.0,8MB,65.0,
Core i7-7700K,Kaby Lake,4.0,4.2,Socket 1151,14.0,8MB,91.0,
Core i7-7700T,Kaby Lake,4.0,2.9,Socket 1151,14.0,8MB,35.0,
Core i7-7740X,Kaby Lake-X,4.0,4.3,Socket 2066,14.0,8MB,112.0,2017-06-26
Core i7-8550U,Kaby Lake-R,4.0,1.8,BGA 1356,14.0,8MB,15.0,
Core i7-8650U,Kaby Lake-R,4.0,1.9,BGA 1356,14.0,8MB,15.0,
Pentium Silver J5005,Coffee Lake,4.0,1.5,BGA 1090,14.0,,10.0,
Xeon E3-1285 v6,Kaby Lake-DT,4.0,4.1,Socket 1151,14.0,8MB,79.0,
Xeon W-2102,Skylake-W,4.0,2.9,Socket 2066,14.0,8.25MB,120.0,2017-08-29
Xeon W-2104,Skylake-W,4.0,3.2,Socket 2066,14.0,8.25MB,120.0,2017-08-29
Xeon W-2123,Skylake-W,4.0,3.6,Socket 2066,14.0,8.25MB,120.0,2017-08-29
Xeon W-2125,Skylake-W,4.0,4.0,Socket 2066,14.0,8.25MB,120.0,2017-08-29
Ryzen 5 1600,Zen,6.0,3.2,Socket AM4,14.0,16MB,65.0,2017-04-11
Ryzen 5 1600X,Zen,6.0,3.6,Socket AM4,14.0,16MB,95.0,2017-04-11
Ryzen 5 PRO 1600,Zen,6.0,3.2,Socket AM4,14.0,16MB,65.0,2017-06-29
Core i5-8400,Coffee Lake,6.0,2.8,Socket 1151,14.0,9MB,65.0,2017-10-05
Core i5-8600K,Coffee Lake,6.0,3.6,Socket 1151,14.0,9MB,95.0,2017-10-05
Core i7-7800X,Skylake-X,6.0,3.5,Socket 2066,14.0,8.25MB,140.0,2017-06-26
Core i7-8700K,Coffee Lake,6.0,3.7,Socket 1151,14.0,12MB,95.0,2017-10-05
Xeon W-2133,Skylake-W,6.0,3.6,Socket 2066,14.0,8.25MB,140.0,2017-08-29
Xeon W-2135,Skylake-W,6.0,3.7,Socket 2066,14.0,8.25MB,140.0,2017-08-29
No CPUs found. Please change your search criteria.,,,,,,,,
Pentium Gold G6405,Comet Lake-R,2.0,4.1,Socket 1200,14.0,4MB,65.0,2021-03-16
Pentium Gold G6405T,Comet Lake-R,2.0,3.5,Socket 1200,14.0,4MB,35.0,2021-03-16
Pentium Gold G6505,Comet Lake-R,2.0,4.2,Socket 1200,14.0,4MB,65.0,2021-03-16
Pentium Gold G6505T,Comet Lake-R,2.0,3.6,Socket 1200,14.0,4MB,35.0,2021-03-16
Pentium Gold G6605,Comet Lake-R,2.0,4.3,Socket 1200,14.0,4MB,65.0,2021-03-16
